"event","round","divenum","J1","J2","J3","J4","J5","J6","J7","year","competition"
"women's 10m platform","semifinal b",5,"PETERSON Gordon","STABILE Jeff","FRASER Lindsey","TOULOUDIS Nikolaos","ALVARADO Ulises","LANG Rao","PIKTURNIENE Ale","2019","World_Series_Montreal"
" men's 3m springboard","final",1,"PETERSON Gordon","STABILE Jeff","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","FRASER Lindsey","ALVARADO Ulises","PIKTURNIENE Ale","2019","World_Series_Montreal"
" men's 3m springboard","final",2,"PETERSON Gordon","STABILE Jeff","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","FRASER Lindsey","ALVARADO Ulises","PIKTURNIENE Ale","2019","World_Series_Montreal"
" men's 3m springboard","final",3,"PETERSON Gordon","STABILE Jeff","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","FRASER Lindsey","ALVARADO Ulises","PIKTURNIENE Ale","2019","World_Series_Montreal"
" men's 3m springboard","final",4,"PETERSON Gordon","STABILE Jeff","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","FRASER Lindsey","ALVARADO Ulises","PIKTURNIENE Ale","2019","World_Series_Montreal"
" men's 3m springboard","final",5,"PETERSON Gordon","STABILE Jeff","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","FRASER Lindsey","ALVARADO Ulises","PIKTURNIENE Ale","2019","World_Series_Montreal"
" men's 3m springboard","final",6,"PETERSON Gordon","STABILE Jeff","RUIZ PEDREGUERA Rolando","TOULOUDIS Nikolaos","FRASER Lindsey","ALVARADO Ulises","PIKTURNIENE Ale","2019","World_Series_Montreal"
"women's 3m springboard","final",1,"STABILE Jeff","BUSH Barb","FRASER Lindsey","LANG Rao","TOULOUDIS Nikolaos","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","2019","World_Series_Montreal"
"women's 3m springboard","final",2,"STABILE Jeff","BUSH Barb","FRASER Lindsey","LANG Rao","TOULOUDIS Nikolaos","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","2019","World_Series_Montreal"
"women's 3m springboard","final",3,"STABILE Jeff","BUSH Barb","FRASER Lindsey","LANG Rao","TOULOUDIS Nikolaos","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","2019","World_Series_Montreal"
"women's 3m springboard","final",4,"STABILE Jeff","BUSH Barb","FRASER Lindsey","LANG Rao","TOULOUDIS Nikolaos","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","2019","World_Series_Montreal"
"women's 3m springboard","final",5,"STABILE Jeff","BUSH Barb","FRASER Lindsey","LANG Rao","TOULOUDIS Nikolaos","ALVARADO Ulises","RUIZ PEDREGUERA Rolando","2019","World_Series_Montreal"
" men's 10m platform","final",1,"LANG Rao","STABILE Jeff","PIKTURNIENE Ale","FRASER Lindsey","TOULOUDIS Nikolaos","PETERSON Gordon","ALVARADO Ulises","2019","World_Series_Montreal"
" men's 10m platform","final",2,"LANG Rao","STABILE Jeff","PIKTURNIENE Ale","FRASER Lindsey","TOULOUDIS Nikolaos","PETERSON Gordon","ALVARADO Ulises","2019","World_Series_Montreal"
" men's 10m platform","final",3,"LANG Rao","STABILE Jeff","PIKTURNIENE Ale","FRASER Lindsey","TOULOUDIS Nikolaos","PETERSON Gordon","ALVARADO Ulises","2019","World_Series_Montreal"
" men's 10m platform","final",4,"LANG Rao","STABILE Jeff","PIKTURNIENE Ale","FRASER Lindsey","TOULOUDIS Nikolaos","PETERSON Gordon","ALVARADO Ulises","2019","World_Series_Montreal"
" men's 10m platform","final",5,"LANG Rao","STABILE Jeff","PIKTURNIENE Ale","FRASER Lindsey","TOULOUDIS Nikolaos","PETERSON Gordon","ALVARADO Ulises","2019","World_Series_Montreal"
" men's 10m platform","final",6,"LANG Rao","STABILE Jeff","PIKTURNIENE Ale","FRASER Lindsey","TOULOUDIS Nikolaos","PETERSON Gordon","ALVARADO Ulises","2019","World_Series_Montreal"
"women's 10m platform","final",1,"TOULOUDIS Nikolaos","FRASER Lindsey","PIKTURNIENE Ale","RUIZ PEDREGUERA Rolando","LANG Rao","STABILE Jeff","BUSH Barb","2019","World_Series_Montreal"
"women's 10m platform","final",2,"TOULOUDIS Nikolaos","FRASER Lindsey","PIKTURNIENE Ale","RUIZ PEDREGUERA Rolando","LANG Rao","STABILE Jeff","BUSH Barb","2019","World_Series_Montreal"
"women's 10m platform","final",3,"TOULOUDIS Nikolaos","FRASER Lindsey","PIKTURNIENE Ale","RUIZ PEDREGUERA Rolando","LANG Rao","STABILE Jeff","BUSH Barb","2019","World_Series_Montreal"
"women's 10m platform","final",4,"TOULOUDIS Nikolaos","FRASER Lindsey","PIKTURNIENE Ale","RUIZ PEDREGUERA Rolando","LANG Rao","STABILE Jeff","BUSH Barb","2019","World_Series_Montreal"
"women's 10m platform","final",5,"TOULOUDIS Nikolaos","FRASER Lindsey","PIKTURNIENE Ale","RUIZ PEDREGUERA Rolando","LANG Rao","STABILE Jeff","BUSH Barb","2019","World_Series_Montreal"
" men's 3m springboard","semifinal a",1,"van der VOORT Ronald","BUSH Barb","AHLERING Julie","PETERSON Gord","ZAMPIERI Marco","AXTELIUS Peter","HUSSAN Mohamed","2020","World_Series"
" men's 3m springboard","semifinal a",2,"van der VOORT Ronald","BUSH Barb","AHLERING Julie","PETERSON Gord","ZAMPIERI Marco","AXTELIUS Peter","HUSSAN Mohamed","2020","World_Series"
" men's 3m springboard","semifinal a",3,"van der VOORT Ronald","BUSH Barb","AHLERING Julie","PETERSON Gord","ZAMPIERI Marco","AXTELIUS Peter","HUSSAN Mohamed","2020","World_Series"
" men's 3m springboard","semifinal a",4,"van der VOORT Ronald","BUSH Barb","AHLERING Julie","PETERSON Gord","ZAMPIERI Marco","AXTELIUS Peter","HUSSAN Mohamed","2020","World_Series"
" men's 3m springboard","semifinal a",5,"van der VOORT Ronald","BUSH Barb","AHLERING Julie","PETERSON Gord","ZAMPIERI Marco","AXTELIUS Peter","HUSSAN Mohamed","2020","World_Series"
" men's 3m springboard","semifinal a",6,"van der VOORT Ronald","BUSH Barb","AHLERING Julie","PETERSON Gord","ZAMPIERI Marco","AXTELIUS Peter","HUSSAN Mohamed","2020","World_Series"
"women's 3m springboard","semifinal a",1,"BUSH Barb","AHLERING Julie","HUSSAN Mohamed","ZAMPIERI Marco","AXTELIUS Peter","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
"women's 3m springboard","semifinal a",2,"BUSH Barb","AHLERING Julie","HUSSAN Mohamed","ZAMPIERI Marco","AXTELIUS Peter","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
"women's 3m springboard","semifinal a",3,"BUSH Barb","AHLERING Julie","HUSSAN Mohamed","ZAMPIERI Marco","AXTELIUS Peter","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
"women's 3m springboard","semifinal a",4,"BUSH Barb","AHLERING Julie","HUSSAN Mohamed","ZAMPIERI Marco","AXTELIUS Peter","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
"women's 3m springboard","semifinal a",5,"BUSH Barb","AHLERING Julie","HUSSAN Mohamed","ZAMPIERI Marco","AXTELIUS Peter","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
" men's 10m platform","semifinal a",1,"ZAMPIERI Marco","BUSH Barb","PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","HUSSAN Mohamed","GOLOVAN Anatoly","2020","World_Series"
" men's 10m platform","semifinal a",2,"ZAMPIERI Marco","BUSH Barb","PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","HUSSAN Mohamed","GOLOVAN Anatoly","2020","World_Series"
" men's 10m platform","semifinal a",3,"ZAMPIERI Marco","BUSH Barb","PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","HUSSAN Mohamed","GOLOVAN Anatoly","2020","World_Series"
" men's 10m platform","semifinal a",4,"ZAMPIERI Marco","BUSH Barb","PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","HUSSAN Mohamed","GOLOVAN Anatoly","2020","World_Series"
" men's 10m platform","semifinal a",5,"ZAMPIERI Marco","BUSH Barb","PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","HUSSAN Mohamed","GOLOVAN Anatoly","2020","World_Series"
" men's 10m platform","semifinal a",6,"ZAMPIERI Marco","BUSH Barb","PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","HUSSAN Mohamed","GOLOVAN Anatoly","2020","World_Series"
"women's 10m platform","semifinal a",1,"PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","GOLOVAN Anatoly","HUSSAN Mohamed","AHLERING Julie","ZAMPIERI Marco","2020","World_Series"
"women's 10m platform","semifinal a",2,"PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","GOLOVAN Anatoly","HUSSAN Mohamed","AHLERING Julie","ZAMPIERI Marco","2020","World_Series"
"women's 10m platform","semifinal a",3,"PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","GOLOVAN Anatoly","HUSSAN Mohamed","AHLERING Julie","ZAMPIERI Marco","2020","World_Series"
"women's 10m platform","semifinal a",4,"PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","GOLOVAN Anatoly","HUSSAN Mohamed","AHLERING Julie","ZAMPIERI Marco","2020","World_Series"
"women's 10m platform","semifinal a",5,"PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","GOLOVAN Anatoly","HUSSAN Mohamed","AHLERING Julie","ZAMPIERI Marco","2020","World_Series"
" men's 3m springboard","semifinal b",1,"van der VOORT Ronald","BUSH Barb","AHLERING Julie","PETERSON Gord","ZAMPIERI Marco","AXTELIUS Peter","HUSSAN Mohamed","2020","World_Series"
" men's 3m springboard","semifinal b",2,"van der VOORT Ronald","BUSH Barb","AHLERING Julie","PETERSON Gord","ZAMPIERI Marco","AXTELIUS Peter","HUSSAN Mohamed","2020","World_Series"
" men's 3m springboard","semifinal b",3,"van der VOORT Ronald","BUSH Barb","AHLERING Julie","PETERSON Gord","ZAMPIERI Marco","AXTELIUS Peter","HUSSAN Mohamed","2020","World_Series"
" men's 3m springboard","semifinal b",4,"van der VOORT Ronald","BUSH Barb","AHLERING Julie","PETERSON Gord","ZAMPIERI Marco","AXTELIUS Peter","HUSSAN Mohamed","2020","World_Series"
" men's 3m springboard","semifinal b",5,"van der VOORT Ronald","BUSH Barb","AHLERING Julie","PETERSON Gord","ZAMPIERI Marco","AXTELIUS Peter","HUSSAN Mohamed","2020","World_Series"
" men's 3m springboard","semifinal b",6,"van der VOORT Ronald","BUSH Barb","AHLERING Julie","PETERSON Gord","ZAMPIERI Marco","AXTELIUS Peter","HUSSAN Mohamed","2020","World_Series"
"women's 3m springboard","semifinal b",1,"BUSH Barb","AHLERING Julie","HUSSAN Mohamed","ZAMPIERI Marco","AXTELIUS Peter","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
"women's 3m springboard","semifinal b",2,"BUSH Barb","AHLERING Julie","HUSSAN Mohamed","ZAMPIERI Marco","AXTELIUS Peter","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
"women's 3m springboard","semifinal b",3,"BUSH Barb","AHLERING Julie","HUSSAN Mohamed","ZAMPIERI Marco","AXTELIUS Peter","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
"women's 3m springboard","semifinal b",4,"BUSH Barb","AHLERING Julie","HUSSAN Mohamed","ZAMPIERI Marco","AXTELIUS Peter","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
"women's 3m springboard","semifinal b",5,"BUSH Barb","AHLERING Julie","HUSSAN Mohamed","ZAMPIERI Marco","AXTELIUS Peter","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
" men's 10m platform","semifinal b",1,"ZAMPIERI Marco","BUSH Barb","PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","HUSSAN Mohamed","GOLOVAN Anatoly","2020","World_Series"
" men's 10m platform","semifinal b",2,"ZAMPIERI Marco","BUSH Barb","PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","HUSSAN Mohamed","GOLOVAN Anatoly","2020","World_Series"
" men's 10m platform","semifinal b",3,"ZAMPIERI Marco","BUSH Barb","PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","HUSSAN Mohamed","GOLOVAN Anatoly","2020","World_Series"
" men's 10m platform","semifinal b",4,"ZAMPIERI Marco","BUSH Barb","PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","HUSSAN Mohamed","GOLOVAN Anatoly","2020","World_Series"
" men's 10m platform","semifinal b",5,"ZAMPIERI Marco","BUSH Barb","PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","HUSSAN Mohamed","GOLOVAN Anatoly","2020","World_Series"
" men's 10m platform","semifinal b",6,"ZAMPIERI Marco","BUSH Barb","PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","HUSSAN Mohamed","GOLOVAN Anatoly","2020","World_Series"
"women's 10m platform","semifinal b",1,"PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","GOLOVAN Anatoly","HUSSAN Mohamed","AHLERING Julie","ZAMPIERI Marco","2020","World_Series"
"women's 10m platform","semifinal b",2,"PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","GOLOVAN Anatoly","HUSSAN Mohamed","AHLERING Julie","ZAMPIERI Marco","2020","World_Series"
"women's 10m platform","semifinal b",3,"PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","GOLOVAN Anatoly","HUSSAN Mohamed","AHLERING Julie","ZAMPIERI Marco","2020","World_Series"
"women's 10m platform","semifinal b",4,"PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","GOLOVAN Anatoly","HUSSAN Mohamed","AHLERING Julie","ZAMPIERI Marco","2020","World_Series"
"women's 10m platform","semifinal b",5,"PETERSON Gord","COSTA REIS Violeta","AXTELIUS Peter","GOLOVAN Anatoly","HUSSAN Mohamed","AHLERING Julie","ZAMPIERI Marco","2020","World_Series"
" men's 3m springboard","final",1,"AXTELIUS Peter","COSTA REIS Violeta","PETERSON Gord","AHLERING Julie","BUSH Barb","van der VOORT Ronald","GOLOVAN Anatoly","2020","World_Series"
" men's 3m springboard","final",2,"AXTELIUS Peter","COSTA REIS Violeta","PETERSON Gord","AHLERING Julie","BUSH Barb","van der VOORT Ronald","GOLOVAN Anatoly","2020","World_Series"
" men's 3m springboard","final",3,"AXTELIUS Peter","COSTA REIS Violeta","PETERSON Gord","AHLERING Julie","BUSH Barb","van der VOORT Ronald","GOLOVAN Anatoly","2020","World_Series"
" men's 3m springboard","final",4,"AXTELIUS Peter","COSTA REIS Violeta","PETERSON Gord","AHLERING Julie","BUSH Barb","van der VOORT Ronald","GOLOVAN Anatoly","2020","World_Series"
" men's 3m springboard","final",5,"AXTELIUS Peter","COSTA REIS Violeta","PETERSON Gord","AHLERING Julie","BUSH Barb","van der VOORT Ronald","GOLOVAN Anatoly","2020","World_Series"
" men's 3m springboard","final",6,"AXTELIUS Peter","COSTA REIS Violeta","PETERSON Gord","AHLERING Julie","BUSH Barb","van der VOORT Ronald","GOLOVAN Anatoly","2020","World_Series"
"women's 3m springboard","final",1,"COSTA REIS Violeta","ZAMPIERI Marco","GOLOVAN Anatoly","BUSH Barb","AXTELIUS Peter","PETERSON Gord","AHLERING Julie","2020","World_Series"
"women's 3m springboard","final",2,"COSTA REIS Violeta","ZAMPIERI Marco","GOLOVAN Anatoly","BUSH Barb","AXTELIUS Peter","PETERSON Gord","AHLERING Julie","2020","World_Series"
"women's 3m springboard","final",3,"COSTA REIS Violeta","ZAMPIERI Marco","GOLOVAN Anatoly","BUSH Barb","AXTELIUS Peter","PETERSON Gord","AHLERING Julie","2020","World_Series"
"women's 3m springboard","final",4,"COSTA REIS Violeta","ZAMPIERI Marco","GOLOVAN Anatoly","BUSH Barb","AXTELIUS Peter","PETERSON Gord","AHLERING Julie","2020","World_Series"
"women's 3m springboard","final",5,"COSTA REIS Violeta","ZAMPIERI Marco","GOLOVAN Anatoly","BUSH Barb","AXTELIUS Peter","PETERSON Gord","AHLERING Julie","2020","World_Series"
" men's 10m platform","final",1,"AXTELIUS Peter","AHLERING Julie","ZAMPIERI Marco","HUSSAN Mohamed","PETERSON Gord","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
" men's 10m platform","final",2,"AXTELIUS Peter","AHLERING Julie","ZAMPIERI Marco","HUSSAN Mohamed","PETERSON Gord","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
" men's 10m platform","final",3,"AXTELIUS Peter","AHLERING Julie","ZAMPIERI Marco","HUSSAN Mohamed","PETERSON Gord","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
" men's 10m platform","final",4,"AXTELIUS Peter","AHLERING Julie","ZAMPIERI Marco","HUSSAN Mohamed","PETERSON Gord","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
" men's 10m platform","final",5,"AXTELIUS Peter","AHLERING Julie","ZAMPIERI Marco","HUSSAN Mohamed","PETERSON Gord","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
" men's 10m platform","final",6,"AXTELIUS Peter","AHLERING Julie","ZAMPIERI Marco","HUSSAN Mohamed","PETERSON Gord","GOLOVAN Anatoly","COSTA REIS Violeta","2020","World_Series"
"women's 10m platform","final",1,"ZAMPIERI Marco","AHLERING Julie","HUSSAN Mohamed","COSTA REIS Violeta","van der VOORT Ronald","GOLOVAN Anatoly","BUSH Barb","2020","World_Series"
"women's 10m platform","final",2,"ZAMPIERI Marco","AHLERING Julie","HUSSAN Mohamed","COSTA REIS Violeta","van der VOORT Ronald","GOLOVAN Anatoly","BUSH Barb","2020","World_Series"
"women's 10m platform","final",3,"ZAMPIERI Marco","AHLERING Julie","HUSSAN Mohamed","COSTA REIS Violeta","van der VOORT Ronald","GOLOVAN Anatoly","BUSH Barb","2020","World_Series"
"women's 10m platform","final",4,"ZAMPIERI Marco","AHLERING Julie","HUSSAN Mohamed","COSTA REIS Violeta","van der VOORT Ronald","GOLOVAN Anatoly","BUSH Barb","2020","World_Series"
"women's 10m platform","final",5,"ZAMPIERI Marco","AHLERING Julie","HUSSAN Mohamed","COSTA REIS Violeta","van der VOORT Ronald","GOLOVAN Anatoly","BUSH Barb","2020","World_Series"
" men's 3m springboard","preliminary",1,"BARTH Michael","SHEPHERD Kathleen","GOLOVAN Anatoliy","ASADA Masako","PETERSON Gord","SANTOS Isabel","TOULOUDIS Nikolaos","2021","World_Cup"
" men's 3m springboard","preliminary",2,"BARTH Michael","SHEPHERD Kathleen","GOLOVAN Anatoliy","ASADA Masako","PETERSON Gord","SANTOS Isabel","TOULOUDIS Nikolaos","2021","World_Cup"
" men's 3m springboard","preliminary",5,"BARTH Michael","SHEPHERD Kathleen","GOLOVAN Anatoliy","ASADA Masako","PETERSON Gord","SANTOS Isabel","TOULOUDIS Nikolaos","2021","World_Cup"
" men's 3m springboard","preliminary",3,"FRASER Lindsey Ann","ROCHA CHAVEZ Sergio","WIERNIUK Anna","GUAYACAN CONTRERAS Juan Carlos","PEREZ CANASVERAS Angel Luis","RAO Lang","SIEFKEN Jann Hendrik","2021","World_Cup"
" men's 3m springboard","preliminary",4,"FRASER Lindsey Ann","ROCHA CHAVEZ Sergio","WIERNIUK Anna","GUAYACAN CONTRERAS Juan Carlos","PEREZ CANASVERAS Angel Luis","RAO Lang","SIEFKEN Jann Hendrik","2021","World_Cup"
" men's 3m springboard","preliminary",6,"FRASER Lindsey Ann","ROCHA CHAVEZ Sergio","WIERNIUK Anna","GUAYACAN CONTRERAS Juan Carlos","PEREZ CANASVERAS Angel Luis","RAO Lang","SIEFKEN Jann Hendrik","2021","World_Cup"
"women's 3m springboard","preliminary",1,"FEOKTISTOV Eduard","GUAYACAN CONTRERAS Juan Carlos","van der VOORT Ronald","SANTOS Isabel","SCHLEPPS Holger","PRANARTA Pranarta","DAW Yehia Zakaria Yehia","2021","World_Cup"
"women's 3m springboard","preliminary",2,"FEOKTISTOV Eduard","GUAYACAN CONTRERAS Juan Carlos","van der VOORT Ronald","SANTOS Isabel","SCHLEPPS Holger","PRANARTA Pranarta","DAW Yehia Zakaria Yehia","2021","World_Cup"
"women's 3m springboard","preliminary",5,"FEOKTISTOV Eduard","GUAYACAN CONTRERAS Juan Carlos","van der VOORT Ronald","SANTOS Isabel","SCHLEPPS Holger","PRANARTA Pranarta","DAW Yehia Zakaria Yehia","2021","World_Cup"
"women's 3m springboard","preliminary",3,"ROCHA CHAVEZ Sergio","FRASER Lindsey Ann","LEE William","REIS Violeta","ZAMPIERI Marco","RAO Lang","SIEFKEN Jann Hendrik","2021","World_Cup"
"women's 3m springboard","preliminary",4,"ROCHA CHAVEZ Sergio","FRASER Lindsey Ann","LEE William","REIS Violeta","ZAMPIERI Marco","RAO Lang","SIEFKEN Jann Hendrik","2021","World_Cup"
" men's 10m platform","preliminary",1,"FEOKTISTOV Eduard","REIS Violeta","PRANARTA Pranarta","PEREZ CANASVERAS Angel Luis","WIERNIUK Anna","ASADA Masako","TOULOUDIS Nikolaos","2021","World_Cup"
" men's 10m platform","preliminary",2,"FEOKTISTOV Eduard","REIS Violeta","PRANARTA Pranarta","PEREZ CANASVERAS Angel Luis","WIERNIUK Anna","ASADA Masako","TOULOUDIS Nikolaos","2021","World_Cup"
" men's 10m platform","preliminary",5,"FEOKTISTOV Eduard","REIS Violeta","PRANARTA Pranarta","PEREZ CANASVERAS Angel Luis","WIERNIUK Anna","ASADA Masako","TOULOUDIS Nikolaos","2021","World_Cup"
" men's 10m platform","preliminary",3,"RAO Lang","PETERSON Gord","GOLOVAN Anatoliy","SANTOS Isabel","ROCHA CHAVEZ Sergio","SCHLEPPS Holger","BARTH Michael","2021","World_Cup"
" men's 10m platform","preliminary",4,"RAO Lang","PETERSON Gord","GOLOVAN Anatoliy","SANTOS Isabel","ROCHA CHAVEZ Sergio","SCHLEPPS Holger","BARTH Michael","2021","World_Cup"
" men's 10m platform","preliminary",6,"RAO Lang","PETERSON Gord","GOLOVAN Anatoliy","SANTOS Isabel","ROCHA CHAVEZ Sergio","SCHLEPPS Holger","BARTH Michael","2021","World_Cup"
"women's 10m platform","preliminary",1,"PEREZ CANASVERAS Angel Luis","ROCHA CHAVEZ Sergio","AXTELIUS Peter","RAO Lang","FEOKTISTOV Eduard","DAW Yehia Zakaria Yehia","van der VOORT Ronald","2021","World_Cup"
"women's 10m platform","preliminary",2,"PEREZ CANASVERAS Angel Luis","ROCHA CHAVEZ Sergio","AXTELIUS Peter","RAO Lang","FEOKTISTOV Eduard","DAW Yehia Zakaria Yehia","van der VOORT Ronald","2021","World_Cup"
"women's 10m platform","preliminary",5,"PEREZ CANASVERAS Angel Luis","ROCHA CHAVEZ Sergio","AXTELIUS Peter","RAO Lang","FEOKTISTOV Eduard","DAW Yehia Zakaria Yehia","van der VOORT Ronald","2021","World_Cup"
